POI_ID,Common_Travel_Partner,Total_Visitors,Dominant_Age_Group,Origin_Country,Average_Sentiment_Score,Average_Rating,Reviews,Avg_spend_per_head,Accesebility_index,Travel_mode,time_spent,Overall_experience
POI_00071,Solo,83241,18-25,South Korea,69.1,4.2,11553,121,58,Bus/Coach,19.6,Excellent
POI_00072,Solo,75427,18-25,United States,73.1,4.5,10786,135,73,Car/Road Trip,55.7,Excellent
POI_00073,Family,60870,46-55,China,59.5,3.6,8388,607,72,Flight,67.5,Good
POI_00074,Family,54596,36-45,Spain,57.0,3.1,6737,317,61,Car/Road Trip,3.5,Good
POI_00075,Business,31255,36-45,China,55.8,3.6,1254,350,56,Bus/Coach,3.2,Good
POI_00076,Solo,40537,26-35,France,61.4,3.5,16669,331,69,Train,91.2,Good
POI_00077,Family,50110,36-45,Italy,70.3,4.2,8159,306,70,Bus/Coach,110.0,Excellent
POI_00078,Friends Group,1000,18-25,Australia,71.3,3.9,6877,142,79,Flight,57.7,Excellent
POI_00079,Couple,106067,46-55,United States,55.0,2.8,12643,733,74,Flight,104.7,Average
POI_00080,Family,45951,36-45,Others,73.5,3.9,6185,405,74,Flight,35.0,Excellent
POI_00081,Family,47585,36-45,Switzerland,80.7,5.0,7137,399,83,Flight,6.0,Outstanding
POI_00082,Solo,11516,26-35,India,66.3,3.6,5009,229,69,Car/Road Trip,2.0,Good
POI_00083,Family,8231,36-45,United States,50.9,3.4,1050,283,74,Car/Road Trip,4.9,Good
POI_00084,Friends Group,47326,18-25,Others,73.9,4.1,6502,136,76,Car/Road Trip,5.3,Excellent
POI_00085,Couple,37902,26-35,United States,49.9,3.2,4730,315,81,Flight,4.4,Average
POI_00086,Couple,7279,46-55,Germany,73.1,4.0,7321,352,79,Train,106.5,Excellent
POI_00087,Solo,201799,26-35,Others,79.4,4.8,29704,461,80,Car/Road Trip,258.7,Outstanding
POI_00088,Friends Group,4302,18-25,India,79.5,4.6,21283,281,73,Car/Road Trip,259.2,Outstanding
POI_00089,Couple,45305,36-45,China,73.8,3.8,24824,494,59,Bus/Coach,120.5,Excellent
POI_00090,Couple,101244,46-55,Others,65.1,3.7,13343,544,75,Car/Road Trip,155.4,Good
POI_00091,Family,2940,46-55,Germany,70.3,4.2,5426,397,62,Car/Road Trip,3.4,Excellent
POI_00092,Business,21012,36-45,France,81.0,4.6,9250,321,66,Train,3.8,Outstanding
POI_00093,Family,10092,36-45,China,61.1,3.7,20497,692,67,Car/Road Trip,261.1,Good
POI_00094,Friends Group,158352,18-25,United States,74.7,4.3,22200,304,80,Train,301.3,Excellent
POI_00095,Solo,32828,26-35,United Kingdom,80.6,4.3,4602,209,68,Train,42.7,Excellent
POI_00096,Family,49571,46-55,China,63.2,3.4,3499,481,79,Flight,30.6,Good
POI_00097,Solo,188400,65+,UAE,66.5,3.9,25358,425,82,Car/Road Trip,0.9,Good
POI_00098,Solo,17345,18-25,Canada,78.9,4.8,11924,163,82,Flight,13.0,Outstanding
POI_00099,Couple,45447,26-35,United Kingdom,70.7,3.9,6117,220,63,Bus/Coach,24.7,Excellent
POI_00100,Family,39287,36-45,South Korea,73.2,4.3,5508,391,71,Flight,47.8,Excellent
POI_00101,Couple,58694,36-45,Others,67.0,3.6,7653,441,78,Flight,99.0,Good
POI_00102,Family,55207,46-55,United Kingdom,66.2,3.5,7121,559,89,Flight,123.0,Good
POI_00103,Couple,146115,36-45,France,78.0,4.4,17675,492,83,Car/Road Trip,144.4,Excellent
POI_00104,Business,5842,46-55,Italy,52.3,3.4,12815,563,77,Flight,54.6,Good
POI_00105,Friends Group,76358,18-25,South Korea,71.6,4.4,10812,179,81,Flight,103.5,Excellent
POI_00106,Solo,14901,26-35,Japan,87.8,4.8,17683,215,64,Train,84.0,Outstanding
POI_00107,Solo,116526,26-35,United States,62.5,3.1,14379,443,80,Flight,142.5,Good
POI_00108,Couple,7412,26-35,Italy,80.1,4.4,20841,311,65,Flight,53.1,Excellent
POI_00109,Family,107018,36-45,United States,83.8,5.0,16052,340,83,Car/Road Trip,140.8,Outstanding
POI_00110,Friends Group,2780,18-25,India,78.4,4.6,690,130,67,Flight,46.1,Outstanding
POI_00111,Family,49839,36-45,Others,60.7,3.8,6638,402,82,Flight,41.0,Good
POI_00112,Couple,27238,46-55,France,60.6,3.6,7405,374,72,Car/Road Trip,65.1,Good
POI_00113,Business,148401,46-55,Russia,71.1,4.1,20390,814,75,Flight,135.6,Excellent
POI_00114,Family,99099,36-45,Others,71.4,3.9,13338,564,68,Flight,142.1,Excellent
POI_00115,Couple,25684,26-35,Canada,43.6,2.9,5976,324,70,Flight,80.7,Average
POI_00116,Solo,166347,26-35,France,72.9,4.6,3740,256,77,Flight,21.1,Excellent
POI_00117,Business,4313,46-55,Germany,65.2,3.8,16972,366,56,Bus/Coach,59.2,Good
POI_00118,Couple,55606,46-55,United Kingdom,52.9,2.8,6628,363,65,Train,53.3,Average
POI_00119,Solo,43764,18-25,United States,88.4,5.0,6564,134,65,Car/Road Trip,50.9,Outstanding
POI_00120,Family,18505,46-55,France,81.4,4.6,25865,674,79,Flight,133.9,Outstanding
POI_00121,Friends Group,102541,26-35,United States,72.4,3.9,13802,376,63,Cruise,102.7,Excellent
POI_00122,Couple,68258,46-55,China,72.3,3.8,1602,478,80,Flight,3.6,Good
POI_00123,Couple,164914,26-35,South Korea,64.8,3.6,21504,306,69,Flight,2.9,Good
POI_00124,Couple,95737,26-35,Spain,66.6,3.9,12886,427,78,Flight,130.9,Good
POI_00125,Business,17188,36-45,Canada,66.5,4.1,16334,283,65,Multiple Modes,70.2,Excellent
POI_00126,Family,99749,36-45,United Kingdom,60.5,3.3,12588,350,83,Train,67.4,Good
POI_00127,Couple,84179,26-35,France,80.6,5.0,16596,291,74,Flight,77.8,Outstanding
POI_00128,Friends Group,31373,26-35,Canada,59.9,3.4,11547,281,83,Car/Road Trip,126.7,Good
POI_00129,Friends Group,1307,26-35,Australia,60.9,3.4,13390,190,69,Train,57.1,Good
POI_00130,Solo,4569,18-25,Netherlands,78.1,4.7,20905,163,82,Flight,92.0,Outstanding
POI_00131,Solo,150991,65+,Others,50.1,3.2,18843,530,82,Car/Road Trip,126.6,Average
POI_00132,Couple,94518,46-55,South Korea,68.1,3.9,12722,610,70,Flight,117.1,Good
POI_00133,Solo,113227,26-35,Singapore,82.0,4.5,16191,413,75,Flight,138.8,Outstanding
POI_00134,Friends Group,104123,26-35,United States,64.4,3.7,13723,417,65,Flight,146.6,Good
POI_00135,Solo,2956,56-65,Australia,71.5,4.2,5447,551,74,Car/Road Trip,4.7,Excellent
POI_00136,Family,42328,46-55,Others,72.2,4.0,5756,469,81,Flight,27.7,Excellent
POI_00137,Solo,20722,26-35,South Korea,52.6,3.5,2673,306,86,Flight,67.8,Good
POI_00138,Family,24845,36-45,China,88.3,4.8,2611,360,69,Flight,5.3,Outstanding
POI_00139,Family,12164,36-45,Germany,56.4,3.7,13380,312,70,Train,72.9,Good
POI_00140,Couple,107089,26-35,China,56.6,3.6,7325,280,70,Car/Road Trip,151.8,Good
POI_00141,Family,91235,36-45,United Kingdom,64.6,3.7,12024,355,74,Flight,72.6,Good
POI_00142,Couple,6908,36-45,Canada,65.0,3.8,11185,428,76,Flight,1.3,Good
POI_00143,Solo,22856,26-35,Germany,74.9,4.3,1865,219,70,Bus/Coach,53.4,Excellent
POI_00144,Solo,133326,26-35,South Korea,73.9,4.5,19065,204,72,Train,70.2,Excellent
POI_00145,Friends Group,1453,26-35,Netherlands,75.0,4.0,21832,440,63,Cruise,104.4,Excellent
POI_00146,Friends Group,19765,18-25,Canada,74.1,4.2,22275,230,76,Flight,100.4,Excellent
POI_00147,Family,10864,36-45,Italy,59.3,3.8,15487,445,85,Flight,77.4,Good
POI_00148,Couple,3982,36-45,India,61.8,3.8,5802,471,59,Bus/Coach,117.7,Good
POI_00149,Couple,44375,36-45,Others,71.3,3.7,5848,646,83,Flight,105.3,Good
POI_00150,Couple,5299,36-45,Canada,63.1,3.3,10960,372,76,Flight,54.5,Good
POI_00151,Solo,9752,65+,Germany,73.7,3.9,11236,578,63,Bus/Coach,95.4,Excellent
POI_00152,Business,3310,36-45,Japan,80.6,4.4,15374,300,75,Car/Road Trip,88.8,Outstanding
POI_00153,Solo,18463,65+,Germany,68.0,4.0,16559,474,75,Flight,50.4,Excellent
POI_00154,Couple,29192,26-35,Switzerland,80.1,4.8,4297,252,71,Flight,44.5,Outstanding
POI_00155,Friends Group,31461,26-35,Canada,85.0,4.6,23351,524,71,Flight,246.6,Outstanding
POI_00156,Solo,65982,65+,UAE,65.2,4.1,9065,469,55,Bus/Coach,26.2,Excellent
POI_00157,Couple,65405,26-35,China,82.3,4.4,3440,201,68,Car/Road Trip,16.5,Outstanding
POI_00158,Solo,7636,18-25,India,41.7,2.8,21413,308,72,Car/Road Trip,223.0,Average
POI_00159,Family,58257,46-55,China,48.9,3.2,18282,1003,70,Bus/Coach,187.1,Average
POI_00160,Couple,89345,36-45,China,55.3,3.1,10442,359,87,Flight,88.1,Average
POI_00161,Friends Group,87798,26-35,South Korea,58.1,3.5,11325,353,73,Cruise,48.8,Good
POI_00162,Couple,172094,46-55,Spain,66.3,4.0,23404,364,64,Car/Road Trip,1.9,Good
POI_00163,Couple,11069,36-45,Japan,64.4,3.9,11031,301,63,Train,15.1,Good
POI_00164,Couple,121194,46-55,Spain,57.5,3.3,15294,922,80,Car/Road Trip,230.8,Good
POI_00165,Friends Group,12748,18-25,Germany,57.3,3.5,3120,159,67,Flight,54.7,Good
POI_00166,Couple,15052,26-35,India,69.2,3.7,4788,310,67,Flight,11.2,Good
POI_00167,Solo,2290,18-25,Japan,77.1,4.7,26622,382,80,Flight,158.7,Outstanding
POI_00168,Friends Group,16613,18-25,Germany,63.3,4.0,6745,172,81,Train,117.9,Good
POI_00169,Friends Group,47919,18-25,Others,74.2,3.9,6449,145,66,Flight,4.1,Excellent
POI_00170,Solo,29557,18-25,United States,80.5,4.3,4143,160,67,Flight,34.3,Excellent
POI_00171,Business,11101,36-45,Canada,65.8,3.9,11818,269,76,Train,2.5,Good
POI_00172,Solo,8788,26-35,South Korea,61.5,3.7,1158,223,60,Train,2.5,Good
POI_00173,Business,115396,26-35,Singapore,88.4,5.0,17309,345,74,Flight,129.0,Outstanding
POI_00174,Family,225187,46-55,United States,67.3,4.3,31571,451,72,Car/Road Trip,3.5,Excellent
POI_00175,Friends Group,72532,18-25,France,66.6,3.6,1799,151,77,Flight,2.8,Good
POI_00176,Friends Group,22010,18-25,Switzerland,54.3,3.0,2685,132,76,Car/Road Trip,32.0,Average
POI_00177,Family,21647,46-55,Germany,66.2,4.3,32724,408,69,Car/Road Trip,1.0,Excellent
POI_00178,Business,16064,26-35,Netherlands,67.6,4.2,3248,295,73,Flight,4.8,Excellent
POI_00179,Couple,15339,36-45,Germany,67.3,4.1,21457,272,72,Bus/Coach,2.6,Excellent
POI_00180,Family,22700,36-45,China,77.2,4.5,3984,291,82,Car/Road Trip,74.1,Excellent
POI_00181,Family,161787,36-45,France,67.0,4.1,6225,322,73,Car/Road Trip,76.1,Excellent
POI_00182,Friends Group,106203,26-35,United States,88.9,4.9,15781,246,82,Flight,13.2,Outstanding
POI_00183,Couple,6961,46-55,Japan,76.3,4.3,20254,612,66,Car/Road Trip,114.9,Excellent
POI_00184,Couple,8977,26-35,Netherlands,60.3,3.8,18314,306,66,Flight,1.3,Good
POI_00185,Couple,4160,46-55,Brazil,83.4,4.7,28517,526,87,Flight,1.7,Outstanding
POI_00186,Family,114101,46-55,United States,89.5,5.0,17115,507,88,Flight,1.9,Outstanding
POI_00187,Couple,13693,46-55,China,59.6,3.1,16127,593,76,Car/Road Trip,161.3,Good
POI_00188,Couple,51196,36-45,China,73.2,4.2,11998,444,81,Flight,46.5,Excellent
POI_00189,Couple,28803,36-45,Germany,65.4,3.6,17759,462,71,Flight,1.8,Good
POI_00190,Solo,118890,18-25,United States,65.3,3.8,15836,126,52,Bus/Coach,1.2,Good
POI_00191,Couple,144493,46-55,Russia,63.7,3.8,19246,364,68,Train,1.2,Good
POI_00192,Couple,143710,36-45,France,76.0,4.7,8975,356,69,Train,4.8,Outstanding
POI_00193,Family,40406,46-55,Singapore,61.6,3.7,5325,467,50,Bus/Coach,24.9,Good
POI_00194,Family,22307,36-45,United Kingdom,72.0,3.9,3002,345,76,Flight,67.5,Excellent
POI_00195,Couple,15935,36-45,Canada,80.0,4.4,769,320,88,Flight,24.4,Excellent
POI_00196,Couple,23375,36-45,China,56.1,3.4,15631,348,70,Flight,1.0,Good
POI_00197,Family,21017,36-45,France,50.1,2.8,1827,386,78,Flight,3.7,Average
POI_00198,Couple,10640,26-35,Mexico,46.7,2.8,4037,214,77,Train,25.9,Average
POI_00199,Family,5973,36-45,Germany,53.9,2.8,1772,327,76,Car/Road Trip,22.1,Average
POI_00200,Couple,5220,46-55,India,60.9,3.7,23487,483,87,Flight,1.7,Good
POI_00201,Couple,13176,46-55,Canada,78.4,4.5,3062,431,89,Flight,72.9,Outstanding
POI_00202,Family,84509,36-45,Singapore,77.5,4.9,12558,358,85,Flight,53.6,Outstanding
POI_00203,Family,75479,36-45,China,76.6,4.8,10813,411,84,Flight,45.1,Outstanding
POI_00204,Family,31005,36-45,China,69.7,4.5,40130,663,66,Car/Road Trip,380.3,Excellent
POI_00205,Family,13966,46-55,Germany,43.9,2.9,15297,753,77,Train,380.6,Average
POI_00206,Couple,53029,46-55,Russia,65.9,3.5,6840,380,80,Car/Road Trip,2.1,Good
POI_00207,Family,3609,36-45,Australia,77.2,4.2,6037,287,66,Car/Road Trip,4.7,Excellent
POI_00208,Family,26040,46-55,United States,84.8,4.6,3760,460,88,Flight,4.6,Outstanding
POI_00209,Family,2686,36-45,Brazil,66.8,3.9,11009,434,71,Flight,139.3,Good
POI_00210,Family,25637,46-55,Others,42.9,2.8,3055,460,58,Bus/Coach,134.1,Average
POI_00211,Couple,217852,46-55,United Kingdom,54.1,3.4,27797,904,69,Bus/Coach,222.9,Good
POI_00212,Family,57414,36-45,Spain,67.2,3.7,7567,298,80,Train,32.2,Good
POI_00213,Solo,20427,56-65,Canada,74.6,4.0,1529,548,69,Train,2.6,Excellent
POI_00214,Couple,34230,36-45,United States,87.5,4.9,5086,277,82,Car/Road Trip,2.6,Outstanding
POI_00215,Family,14801,46-55,India,76.4,4.7,1564,509,74,Flight,5.3,Outstanding
POI_00216,Business,48161,36-45,United States,61.8,3.5,6212,470,76,Train,152.8,Good
POI_00217,Solo,71083,65+,Others,66.0,3.7,9368,387,73,Bus/Coach,69.2,Good
POI_00218,Couple,90028,46-55,United Kingdom,66.6,3.8,11991,864,64,Car/Road Trip,318.5,Good
POI_00219,Family,7005,36-45,Brazil,66.3,3.7,27311,603,76,Train,284.5,Good
POI_00220,Family,186794,46-55,Others,70.7,4.0,25403,510,60,Bus/Coach,198.2,Excellent
POI_00221,Friends Group,30306,26-35,United States,73.5,4.5,4333,303,77,Flight,48.8,Excellent
POI_00222,Couple,14682,36-45,Germany,64.6,4.1,18040,272,65,Train,48.9,Excellent
POI_00223,Solo,16207,56-65,Japan,89.2,5.0,5881,611,81,Flight,3.1,Outstanding
POI_00224,Family,20911,36-45,China,82.8,4.8,4259,417,51,Cruise,108.5,Outstanding
POI_00225,Friends Group,30385,18-25,United States,72.9,4.5,4345,191,57,Cruise,107.3,Excellent
POI_00226,Business,50655,46-55,Italy,46.3,2.9,21732,1053,71,Flight,286.8,Average
POI_00227,Family,144779,36-45,South Korea,74.3,4.1,19892,716,56,Bus/Coach,206.5,Excellent
POI_00228,Solo,224288,56-65,South Korea,82.6,4.6,32387,889,81,Flight,85.8,Outstanding
POI_00229,Family,11597,36-45,Germany,56.8,3.7,14598,751,72,Flight,203.7,Good
POI_00230,Family,28645,46-55,Others,73.5,4.7,4176,477,67,Flight,50.6,Outstanding
POI_00231,Solo,102825,18-25,Singapore,72.3,4.0,13984,140,79,Flight,69.6,Excellent
POI_00232,Solo,26194,65+,Spain,68.0,3.6,3415,479,69,Train,42.8,Good
POI_00233,Family,3822,36-45,Australia,71.9,4.2,2198,280,77,Car/Road Trip,28.5,Excellent
POI_00234,Couple,9653,36-45,South Korea,60.7,3.7,1272,322,80,Flight,69.4,Good
POI_00235,Friends Group,47216,18-25,UAE,73.7,4.4,6685,152,77,Flight,84.9,Excellent
POI_00236,Solo,17985,26-35,Germany,64.0,3.9,8808,376,78,Flight,81.8,Good
POI_00237,Family,109718,36-45,United States,63.7,3.6,14307,620,84,Flight,184.4,Good
POI_00238,Couple,7513,46-55,Germany,70.5,3.8,25781,860,74,Flight,103.2,Good
POI_00239,Family,99310,46-55,Russia,49.5,3.2,12393,509,83,Car/Road Trip,195.1,Average
POI_00240,Solo,68311,56-65,Switzerland,52.7,3.0,8333,438,79,Car/Road Trip,76.5,Average
POI_00241,Couple,32918,46-55,China,67.0,4.2,8031,578,65,Flight,86.4,Excellent
POI_00242,Couple,88299,46-55,France,64.4,4.2,5891,456,68,Car/Road Trip,85.3,Excellent
POI_00243,Couple,99714,36-45,United States,84.7,4.6,14398,523,89,Flight,130.5,Outstanding
POI_00244,Friends Group,51047,18-25,China,64.4,3.8,19742,253,74,Flight,142.2,Good
POI_00245,Solo,7806,18-25,Japan,67.9,3.9,7236,152,87,Flight,64.6,Good
POI_00246,Family,65682,46-55,Italy,75.3,4.5,8950,401,75,Train,85.3,Excellent
POI_00247,Solo,11506,26-35,Japan,83.4,4.8,1508,227,77,Flight,24.4,Outstanding
POI_00248,Family,1656,46-55,Australia,81.5,5.0,5551,535,76,Flight,4.7,Outstanding
POI_00249,Family,111710,46-55,Others,73.4,4.4,15818,631,70,Car/Road Trip,119.7,Excellent
POI_00250,Couple,95902,46-55,United Kingdom,65.0,3.8,12774,380,55,Bus/Coach,54.6,Good
POI_00251,Solo,72697,18-25,Switzerland,56.0,3.3,9174,190,85,Flight,71.0,Good
POI_00252,Solo,10743,18-25,Canada,64.6,3.6,8177,175,79,Flight,88.8,Good
POI_00253,Family,72791,46-55,China,69.7,4.1,32126,988,79,Train,374.0,Excellent
POI_00254,Couple,75300,36-45,South Korea,66.7,3.4,9608,404,70,Car/Road Trip,146.1,Good
POI_00255,Family,70327,46-55,Others,56.7,3.3,8875,408,70,Train,117.7,Good
POI_00256,Couple,15922,26-35,China,51.6,3.3,8655,245,69,Bus/Coach,79.3,Good
POI_00257,Solo,46442,26-35,France,77.3,4.4,6021,200,73,Train,2.5,Excellent
POI_00258,Couple,17582,26-35,India,69.7,4.0,5211,256,76,Flight,5.4,Excellent
POI_00259,Couple,131292,46-55,Russia,75.5,4.3,18407,462,78,Car/Road Trip,1.8,Excellent
POI_00260,Couple,57767,36-45,China,62.4,3.7,23007,447,80,Car/Road Trip,114.9,Good
POI_00261,Business,2735,36-45,Germany,55.3,3.1,11091,335,81,Car/Road Trip,99.0,Average
POI_00262,Solo,63776,65+,United States,69.0,4.2,8852,579,74,Flight,95.0,Excellent
POI_00263,Business,11720,26-35,Japan,84.3,4.7,8688,215,60,Car/Road Trip,81.1,Outstanding
POI_00264,Family,31471,36-45,China,73.9,3.9,547,310,83,Train,53.8,Excellent
POI_00265,Family,9388,36-45,Germany,64.3,3.9,25526,402,77,Car/Road Trip,196.3,Good
POI_00266,Family,1131,36-45,Australia,77.1,4.0,25848,480,76,Car/Road Trip,166.7,Excellent
POI_00267,Solo,27512,65+,Canada,67.9,3.7,14326,822,77,Flight,96.0,Good
POI_00268,Family,45505,36-45,United States,57.9,3.0,5551,389,86,Flight,115.6,Average
POI_00269,Business,24136,46-55,China,69.0,4.3,27747,735,71,Flight,163.9,Excellent
POI_00270,Couple,85559,36-45,France,67.8,4.0,10535,655,80,Flight,118.8,Excellent
POI_00271,Couple,121138,46-55,France,55.3,2.9,13236,721,76,Flight,108.0,Average
POI_00272,Solo,124330,56-65,Singapore,61.8,3.8,16560,552,81,Flight,49.5,Good
POI_00273,Couple,10085,36-45,Japan,49.1,3.0,6682,300,81,Car/Road Trip,76.0,Average
POI_00274,Friends Group,6251,26-35,Germany,72.5,4.1,25705,306,82,Train,98.9,Excellent
POI_00275,Couple,7915,36-45,Japan,58.5,2.9,8603,581,67,Flight,99.4,Average
POI_00276,Family,51865,36-45,United States,63.4,4.1,7126,352,85,Flight,101.9,Good
POI_00277,Family,53095,36-45,Others,79.0,4.8,7815,377,71,Flight,62.6,Outstanding
POI_00278,Couple,237812,26-35,Others,79.8,4.3,33341,267,82,Flight,2.1,Excellent
POI_00279,Friends Group,9798,26-35,Canada,77.6,4.3,3450,245,69,Bus/Coach,78.0,Excellent
POI_00280,Solo,62938,26-35,China,82.2,4.9,21813,408,54,Bus/Coach,203.0,Outstanding
