POI_ID,Company_ID,Company_Name,HQ_Country,Service_Type,FY_Year,Total_Customers_To_POI,Active_Tourists,Avg_Customer_Rating,Revenue(USD),Marketing_Expenditure_USD,Avg_Booking_Value,Destinations_Preference_Index,Tech_Adaptability_index,Digital_Channel_Share,Customer_Retention,Avg_Trip_Cost_USD,Commission,CSR_Focus_index,Reviews,Booking_Platforms
POI_00029,COMP_0029,Norwegian Cruise Line - Shanghai,United Kingdom,Cruise Line,2022,141543,112668,4.2,397675290,71960936,1048,78,95,0.767,0.845,2444,78650793,68,50853,Ctrip
POI_00030,COMP_0030,Norwegian Cruise Line,France,Cruise Line,2023,160306,140649,3.2,984301996,156213820,2355,70,86,0.6,0.743,3421,106874892,79,53399,Hotels.com
POI_00031,COMP_0031,Norwegian Cruise Line Resorts,United Kingdom,Resort Management,2020,60066,43075,3.6,402146945,73278719,854,83,65,0.803,0.85,1812,69671366,76,58199,Agoda
POI_00032,COMP_0032,TUI Group,United States,Tour Operator,2023,7545,6374,4.0,534681455,41299481,1256,78,74,0.796,0.848,2612,66578604,79,63000,Own Platform
POI_00033,COMP_0033,TUI Group Group,United States,Tour Operator,2020,21748,16133,3.5,228663447,32711494,465,86,80,0.768,0.801,1031,27778883,77,56999,Trivago
POI_00034,COMP_0034,Thomas Cook,United States,Hotel Chain,2024,10259,8956,3.5,1401276019,101871621,2824,78,75,0.69,0.852,5762,155951269,75,56999,Travelocity
POI_00035,COMP_0035,G Adventures - Rome,United States,Adventure Tourism,2020,53696,42296,4.7,55446584,9803480,156,84,81,0.828,0.903,242,6669621,83,62697,Expedia
POI_00036,COMP_0036,G Adventures,France,Hotel Chain,2024,7002,6080,4.3,526849507,33550055,1593,76,75,0.773,0.845,2254,102094925,84,50994,HomeAway
POI_00037,COMP_0037,Intrepid Travel,France,Travel Agency,2020,12112,8536,3.4,120909034,20939664,609,80,78,0.844,0.783,1218,18972157,80,24506,Tuniu
POI_00038,COMP_0038,Intrepid Travel Partners,France,Travel Agency,2021,40173,32295,4.3,751324723,76580021,1921,90,87,0.714,0.831,3652,137463671,82,66599,Priceline
POI_00039,COMP_0039,Abercrombie & Kent,United States,Travel Agency,2021,10989,8599,2.7,295461640,17260977,4386,69,71,0.661,0.769,8684,58825875,76,7221,Kayak
POI_00040,COMP_0040,Abercrombie & Kent Travel,United Kingdom,Online Travel Agency,2021,135844,115832,3.3,1285353423,188308368,2771,80,67,0.826,0.803,6473,134024576,82,54599,Hotels.com
POI_00041,COMP_0041,Trafalgar Tours,France,Tour Operator,2021,19538,15494,3.0,448292514,78217158,3738,87,62,0.691,0.783,7740,47715063,71,14267,Expedia
POI_00042,COMP_0042,Trafalgar Tours International,United States,Tour Operator,2024,56182,47266,3.4,743547205,120059800,1678,87,73,0.608,0.844,2893,67128460,65,55799,Hostelworld
POI_00043,COMP_0043,Contiki,United Kingdom,Tour Operator,2023,20840,17654,4.0,170742130,12929967,412,90,81,0.731,0.834,671,26032255,88,63000,HomeAway
POI_00044,COMP_0044,Contiki Partners,France,Tour Operator,2024,76217,57318,3.0,3957291888,658527812,8215,87,63,0.65,0.791,19528,424615720,68,51000,Expedia
POI_00045,COMP_0045,Insight Vacations,United Kingdom,Corporate Travel,2021,55244,43866,4.0,530211538,29403579,1248,81,81,0.688,0.855,2345,96577072,83,63000,Direct Website
POI_00046,COMP_0046,Collette Tours - Rome,France,Tour Operator,2024,38733,27301,3.2,1020935818,107889959,2489,79,90,0.617,0.802,3803,95201342,69,53399,Elong
POI_00047,COMP_0047,Collette Tours,United Kingdom,Tour Operator,2024,18631,15953,3.9,2924076556,196294815,7470,90,67,0.701,0.879,17195,351214867,88,61800,Travelocity
POI_00048,COMP_0048,Collette Tours Experiences,United Kingdom,Tour Operator,2023,52748,41485,3.6,2462824113,310804503,5162,79,77,0.774,0.836,7334,307328378,65,58199,Trivago
POI_00049,COMP_0049,Tauck - Sydney,United States,Destination Management,2021,7215,5727,3.7,178525594,32892461,727,80,90,0.876,0.78,1144,20705547,71,38276,Hostelworld
POI_00050,COMP_0050,Tauck,United Kingdom,Corporate Travel,2022,37110,31367,3.5,703534904,74223171,1482,79,83,0.697,0.809,3538,56834567,62,56999,TripAdvisor
POI_00051,COMP_0051,Globus - London,United States,Tour Operator,2022,78546,61969,3.6,664165119,129661308,1541,72,83,0.646,0.767,2334,69392953,71,58199,Multiple Platforms
POI_00052,COMP_0052,Globus,United States,Cruise Line,2020,12117,9483,4.4,288001146,17934392,728,91,99,0.888,0.818,1297,32510905,69,67800,Trivago
POI_00053,COMP_0053,Globus Holdings,United States,Online Travel Agency,2024,160801,119064,3.9,96607756,7589411,487,80,69,0.751,0.883,686,10683824,68,28516,Direct Website
POI_00054,COMP_0054,Cosmos,France,Eco-Tourism,2022,5105,4243,4.0,1743897722,231301091,3839,79,86,0.901,0.84,9506,230741973,80,63000,Kayak
POI_00055,COMP_0055,Gate 1 Travel - Los Angeles,United States,Online Travel Agency,2023,157119,127224,4.1,145548470,9659197,1566,87,82,0.894,0.806,3896,28166926,79,13455,Elong
POI_00056,COMP_0056,Gate 1 Travel,United Kingdom,Online Travel Agency,2022,123007,98155,4.5,475966843,83473702,908,91,74,0.845,0.918,2034,59855817,88,69000,Hotels.com
POI_00057,COMP_0057,Grand Circle Travel - Los Angeles,France,Travel Agency,2024,33632,29191,4.3,341745094,28072518,869,78,89,0.81,0.878,1729,53905924,83,66599,Hotels.com
POI_00058,COMP_0058,Grand Circle Travel,United Kingdom,Travel Agency,2024,32556,25596,3.0,298186981,28825128,738,84,62,0.77,0.742,1794,31152140,70,51000,Trivago
POI_00059,COMP_0059,Road Scholar - London,United Kingdom,Destination Management,2021,35080,25223,4.5,454102554,34470866,1071,96,73,0.943,0.878,1991,65989521,90,69000,Priceline
POI_00060,COMP_0060,Road Scholar,France,Tour Operator,2024,2774,1962,3.5,1323469488,89941152,3275,72,67,0.76,0.824,5805,225103426,82,56999,Vrbo
POI_00061,COMP_0061,Road Scholar Group,France,Adventure Tourism,2020,7158,5033,4.3,778852420,49213672,2145,86,85,0.839,0.892,4822,141273788,79,55790,Hotwire
POI_00062,COMP_0062,Adventure Travel Trade Association,United Kingdom,Online Travel Agency,2022,89818,70048,4.0,910505448,107057970,2308,93,76,0.795,0.85,5420,132616288,74,63000,Trivago
POI_00063,COMP_0063,Pacific Delight Tours - Barcelona,United Kingdom,Tour Operator,2024,8953,7122,4.5,807325999,101228775,1744,91,79,0.846,0.887,3727,148454332,75,69000,Priceline
POI_00064,COMP_0064,Pacific Delight Tours,France,Tour Operator,2022,24459,21564,3.9,240386883,28870211,508,82,67,0.895,0.856,753,23586171,66,61800,Airbnb
POI_00065,COMP_0065,China Highlights - Paris,United States,Adventure Tourism,2023,24101,17712,3.7,332167973,21445953,860,88,79,0.874,0.831,1612,36511995,71,59399,Airbnb
POI_00066,COMP_0066,China Highlights,France,Cruise Line,2021,1779,1459,4.4,1513376526,200386226,2893,89,94,0.941,0.891,6433,142528347,70,67800,Orbitz
POI_00067,COMP_0067,China Highlights Resorts,United Kingdom,Resort Management,2024,94553,67029,3.5,1303420245,258809496,4944,88,74,0.673,0.793,9861,157763700,71,37407,Orbitz
POI_00068,COMP_0068,Wendy Wu Tours - Singapore,United States,Tour Operator,2023,1866,1311,3.2,478348866,27514306,979,79,79,0.813,0.755,2036,72754330,76,53399,Multiple Platforms
POI_00069,COMP_0069,Wendy Wu Tours,United Kingdom,Tour Operator,2024,1599,1417,4.7,22203041,1278115,155,83,89,0.933,0.837,233,3229389,79,25723,Trivago
POI_00070,COMP_0070,Wendy Wu Tours Ventures,France,Tour Operator,2024,125769,106986,5.0,275265827,47676985,560,98,100,0.936,0.9,981,24658783,89,75000,Travelocity
POI_00071,COMP_0071,Cox & Kings - Shanghai,United States,Tour Operator,2023,83241,60441,4.2,1226049068,124101145,2738,75,73,0.705,0.896,6148,181495631,68,65400,Vrbo
POI_00072,COMP_0072,Cox & Kings,United Kingdom,Hotel Chain,2024,75427,55146,4.5,2070339016,268398022,4093,83,94,0.9,0.833,7885,397938526,71,69000,Own Platform
POI_00073,COMP_0073,Cox & Kings Resorts,United States,Hotel Chain,2023,60870,53625,3.6,748502398,145578916,1915,83,75,0.754,0.85,2719,105727520,76,58199,TripAdvisor
POI_00074,COMP_0074,Kuoni Travel,United States,Online Travel Agency,2021,54596,47427,3.1,1972467421,149485709,4186,75,74,0.701,0.738,6173,214102895,75,52200,Travelocity
POI_00075,COMP_0075,Kuoni Travel Ventures,United Kingdom,Travel Agency,2023,31255,23079,3.6,59360580,3657184,413,91,72,0.653,0.86,855,4986022,83,16679,Travelocity
POI_00076,COMP_0076,Virgin Holidays,United States,Resort Management,2023,40537,30983,3.5,629748846,37440156,4755,83,67,0.854,0.804,8422,57315502,63,17347,Tuniu
POI_00077,COMP_0077,Virgin Holidays Ventures,France,Destination Management,2024,50110,42415,4.2,144063807,10436513,291,90,69,0.787,0.83,581,17547192,72,65400,Ctrip
POI_00078,COMP_0078,Jet2holidays - Barcelona,United States,Hotel Chain,2024,1000,776,3.9,36078699,2040467,471,78,70,0.683,0.875,790,4863115,80,11958,MakeMyTrip
POI_00079,COMP_0079,Jet2holidays,United Kingdom,Resort Management,2020,106067,94583,2.8,494231600,63742076,1852,70,73,0.607,0.756,3098,73514698,81,32900,Vrbo
POI_00080,COMP_0080,On The Beach - Shanghai,United Kingdom,Corporate Travel,2024,45951,34406,3.9,318824685,63383096,2119,74,94,0.661,0.841,3434,62201642,80,19136,Orbitz
POI_00081,COMP_0081,On The Beach,United States,Travel Agency,2020,47585,40415,5.0,685256645,55300951,1335,84,80,0.95,0.929,2070,105798509,95,75000,Vrbo
POI_00082,COMP_0082,Travelzoo - Bangkok,United Kingdom,Travel Agency,2024,11516,9809,3.6,44795877,4756489,553,73,71,0.854,0.815,746,4445093,76,11495,Orbitz
POI_00083,COMP_0083,Travelzoo,United Kingdom,Travel Agency,2024,8231,7174,3.4,855500567,52883325,1717,86,76,0.82,0.809,4078,169926368,69,55799,Orbitz
POI_00084,COMP_0084,Travelzoo Holdings,United Kingdom,Travel Agency,2021,47326,40670,4.1,1219175379,199185357,12000,77,74,0.828,0.859,24176,220258459,83,16551,HomeAway
POI_00085,COMP_0085,Secret Escapes,United States,Travel Agency,2020,37902,27700,3.2,88638125,6766522,240,71,85,0.597,0.78,447,12464515,74,53399,Ctrip
POI_00086,COMP_0086,Luxury Gold,United Kingdom,Hotel Chain,2024,7279,5942,4.0,885366079,78829736,2789,80,67,0.661,0.873,6059,159652545,75,40398,Qunar
POI_00087,COMP_0087,Scenic Luxury Cruises - Barcelona,France,Cruise Line,2022,201799,148100,4.8,690036575,104215382,2005,92,74,0.838,0.843,3258,112541862,80,62502,HomeAway
POI_00088,COMP_0088,Scenic Luxury Cruises,United States,Cruise Line,2022,4302,3864,4.6,236624612,15028532,924,79,95,0.763,0.92,2024,45603371,88,35073,Qunar
POI_00089,COMP_0089,Emerald Waterways - Toronto,United Kingdom,Resort Management,2024,45305,40582,3.8,593249464,34999633,1219,92,80,0.855,0.872,3028,88543696,70,60600,Travelocity
POI_00090,COMP_0090,Emerald Waterways,United States,Resort Management,2020,101244,73660,3.7,643209312,70820862,1620,73,92,0.789,0.853,3877,69392258,77,53601,Trivago
POI_00091,COMP_0091,Avalon Waterways - Rome,United Kingdom,Travel Agency,2021,2940,2358,4.2,248332870,31757031,746,80,84,0.793,0.865,1669,32583291,89,42392,Agoda
POI_00092,COMP_0092,Avalon Waterways,France,Travel Agency,2023,21012,18450,4.6,489504946,40881250,1088,82,88,0.911,0.911,2088,65325722,82,70199,Hostelworld
POI_00093,COMP_0093,Viking Cruises,United States,Cruise Line,2022,10092,7897,3.7,2785115248,400226960,6168,75,85,0.662,0.84,11531,431776237,69,59399,Own Platform
POI_00094,COMP_0094,Crystal Cruises,United Kingdom,Cruise Line,2024,158352,116951,4.3,931944213,79046540,1839,83,85,0.902,0.867,3750,103449923,68,66599,Airbnb
POI_00095,COMP_0095,Regent Seven Seas - Mumbai,United Kingdom,Corporate Travel,2024,32828,23884,4.3,158908216,27295459,1466,82,96,0.862,0.86,2406,23267841,74,15106,Trivago
POI_00096,COMP_0096,Regent Seven Seas,United States,Tour Operator,2022,49571,34959,3.4,303712074,46632407,667,73,84,0.827,0.853,1598,44243559,73,55799,Hostelworld
POI_00097,COMP_0097,Regent Seven Seas Ventures,United States,Online Travel Agency,2023,188400,164248,3.9,1338532179,166807856,2738,77,93,0.874,0.866,6699,155037209,79,61800,Direct Website
POI_00098,COMP_0098,Seabourn - Paris,United States,Tour Operator,2021,17345,12996,4.8,509910200,55996219,1168,96,90,0.837,0.84,2591,82165331,80,72600,HomeAway
POI_00099,COMP_0099,Seabourn,United Kingdom,Tour Operator,2020,45447,33274,3.9,876309803,122508434,2044,91,94,0.875,0.877,4046,85707565,83,61800,Hotwire
POI_00100,COMP_0100,Club Med,United States,Corporate Travel,2020,39287,29804,4.3,226605114,42996454,459,85,80,0.691,0.88,850,24346837,86,66599,Elong
POI_00101,COMP_0101,Sandals Resorts,United Kingdom,Hotel Chain,2024,58694,52731,3.6,304166898,36213384,1543,76,84,0.81,0.854,2934,58113486,66,28866,Priceline
POI_00102,COMP_0102,Beaches Resorts,France,Hotel Chain,2020,55207,42131,3.5,283491905,27072572,922,90,87,0.647,0.8,2095,29615084,74,41885,Multiple Platforms
POI_00103,COMP_0103,RIU Hotels & Resorts,France,Resort Management,2022,146115,115238,4.4,618179513,33024039,2453,88,82,0.753,0.902,5061,110738490,76,35604,Qunar
POI_00104,COMP_0104,RIU Hotels & Resorts Ventures,France,Hotel Chain,2023,5842,5254,3.4,687360007,90552357,1594,79,72,0.799,0.791,3826,72255256,84,55799,Ctrip
POI_00105,COMP_0105,Atlantis Resorts - Mumbai,United Kingdom,Hotel Chain,2021,76358,62967,4.4,796922212,50079314,1718,79,93,0.779,0.885,3160,79614303,91,67800,Expedia
POI_00106,COMP_0106,Atlantis Resorts,United States,Hotel Chain,2020,14901,11042,4.8,653917449,54513288,1513,80,100,0.763,0.842,1995,112235389,76,72600,Hostelworld
POI_00107,COMP_0107,Atlantis Resorts Resorts,France,Resort Management,2020,116526,104551,3.1,851757881,158305602,6001,73,72,0.63,0.781,10807,164255930,83,18481,MakeMyTrip
POI_00108,COMP_0108,Four Seasons Hotels,United States,Hotel Chain,2021,7412,5953,4.4,2359560992,397070279,11220,79,96,0.901,0.895,27835,358732814,90,28048,Hotels.com
POI_00109,COMP_0109,Ritz-Carlton - Paris,United States,Destination Management,2021,107018,79520,5.0,1623505165,217313103,2974,85,92,0.77,0.934,5496,184974272,89,75000,Booking.com
POI_00110,COMP_0110,Ritz-Carlton,France,Eco-Tourism,2024,2780,2178,4.6,688720275,57865456,1341,87,75,0.833,0.875,2436,136209260,85,70199,Hostelworld
POI_00111,COMP_0111,Mandarin Oriental,United States,Tour Operator,2024,49839,38920,3.8,364951779,35154618,799,76,65,0.717,0.778,1839,50619679,72,60600,Hostelworld
POI_00112,COMP_0112,Aman Resorts - Toronto,United Kingdom,Hotel Chain,2020,27238,22574,3.6,95003905,13192838,910,86,64,0.637,0.836,2172,12318770,85,15538,Booking.com
POI_00113,COMP_0113,Aman Resorts,United States,Resort Management,2023,148401,123942,4.1,675655194,99582463,1370,87,87,0.698,0.883,2919,91404546,76,64199,Tuniu
POI_00114,COMP_0114,Six Senses,France,Resort Management,2024,99099,75053,3.9,2476099125,439904837,5733,76,87,0.843,0.789,10043,422734919,84,61800,Ctrip
POI_00115,COMP_0115,Rosewood Hotels,United States,Hotel Chain,2024,25684,23092,2.9,1482099859,171578758,3848,69,58,0.614,0.794,7128,129390651,64,49800,Hostelworld
POI_00116,COMP_0116,Belmond,France,Eco-Tourism,2021,166347,140656,4.6,530399883,76825084,1047,92,96,0.85,0.851,2574,56309203,72,70199,Vrbo
POI_00117,COMP_0117,Soneva - Toronto,France,Hotel Chain,2022,4313,3273,3.8,1087150629,59719276,6384,85,74,0.675,0.804,9553,166494932,83,20554,Expedia
POI_00118,COMP_0118,Soneva,United States,Destination Management,2022,55606,45514,2.8,429769618,63047107,1012,73,58,0.589,0.726,2243,39483355,65,48600,Booking.com
POI_00119,COMP_0119,One&Only Resorts - London,United Kingdom,Hotel Chain,2022,43764,36998,5.0,770338338,76706830,1461,97,100,0.781,0.924,2026,83587957,78,75000,Orbitz
POI_00120,COMP_0120,One&Only Resorts,United States,Resort Management,2020,18505,14881,4.6,498028257,88436592,2476,86,94,0.81,0.881,3243,54101511,77,26640,Tuniu
POI_00121,COMP_0121,One&Only Resorts Travel,France,Hotel Chain,2023,102541,73390,3.9,239627323,18292074,601,75,94,0.676,0.802,967,21366173,70,61800,Airbnb
POI_00122,COMP_0122,Jumeirah Group,United States,Travel Agency,2020,68258,58201,3.8,145525193,15640474,285,83,87,0.722,0.79,673,23897166,81,60600,Ctrip
POI_00123,COMP_0123,Jumeirah Group Travel,United Kingdom,Online Travel Agency,2021,164914,143914,3.6,3177355655,253215777,7212,81,93,0.853,0.816,16484,354979671,78,58199,TripAdvisor
POI_00124,COMP_0124,Fairmont Hotels,United Kingdom,Resort Management,2021,95737,74434,3.9,174946618,12623790,368,85,94,0.752,0.823,740,24255657,74,61800,Kayak
POI_00125,COMP_0125,Shangri-La Hotels - Hong Kong,United Kingdom,Hotel Chain,2024,17188,13450,4.1,1070449973,109252405,2325,86,72,0.893,0.842,4453,206876191,80,64199,Hotels.com
POI_00126,COMP_0126,Shangri-La Hotels,United States,Hotel Chain,2022,99749,83895,3.3,336315098,51480546,786,71,80,0.803,0.812,1695,39938833,66,54599,Own Platform
POI_00127,COMP_0127,Peninsula Hotels - Rome,France,Hotel Chain,2020,84179,59846,5.0,968329556,73104843,1788,97,100,0.864,0.906,3738,100046346,77,75000,Hostelworld
POI_00128,COMP_0128,Peninsula Hotels,France,Resort Management,2021,31373,23513,3.4,4269802897,781818279,8696,76,85,0.854,0.761,11790,361556621,84,55799,Kayak
POI_00129,COMP_0129,Banyan Tree Hotels - London,France,Hotel Chain,2023,1307,1003,3.4,452772581,79618953,2349,90,87,0.636,0.85,3854,82641161,83,28070,Hotwire
POI_00130,COMP_0130,Banyan Tree Hotels,United Kingdom,Hotel Chain,2021,4569,3626,4.7,721409668,39031165,1575,82,97,0.95,0.845,3008,80476767,90,64548,Tuniu
POI_00131,COMP_0131,Anantara Hotels,France,Resort Management,2023,150991,116789,3.2,288980661,29741667,723,81,82,0.637,0.761,1789,47373249,75,51683,Hostelworld
POI_00132,COMP_0132,Minor Hotels,United States,Hotel Chain,2020,94518,78114,3.9,922434497,52254737,3009,88,70,0.879,0.872,5084,161385504,80,39969,Multiple Platforms
POI_00133,COMP_0133,Centara Hotels & Resorts,United Kingdom,Resort Management,2024,113227,94602,4.5,1423984530,253139224,7172,96,82,0.819,0.914,12319,172242743,75,29241,Vrbo
POI_00134,COMP_0134,Centara Hotels & Resorts Experiences,United States,Resort Management,2021,104123,92218,3.7,1662975755,135922536,3945,84,77,0.647,0.82,7731,331155969,76,59399,Direct Website
POI_00135,COMP_0135,Marriott International - Shanghai,France,Travel Agency,2023,2956,2203,4.2,1464600924,275078256,3200,91,76,0.682,0.835,6281,230515389,75,65400,Agoda
POI_00136,COMP_0136,Marriott International,United Kingdom,Adventure Tourism,2023,42328,31299,4.0,394885291,39351592,766,82,82,0.701,0.813,1351,53636617,85,63000,Own Platform
POI_00137,COMP_0137,Hilton Worldwide - Sydney,France,Corporate Travel,2021,20722,18544,3.5,756192579,144143125,1666,80,79,0.723,0.789,2463,69844429,70,56999,Orbitz
POI_00138,COMP_0138,Hilton Worldwide,United Kingdom,Travel Agency,2022,24845,20676,4.8,546009831,28452709,1960,85,81,0.815,0.918,4888,53745809,93,40730,Qunar
POI_00139,COMP_0139,InterContinental Hotels Group,United States,Hotel Chain,2020,12164,10815,3.7,489697338,43932898,1196,91,78,0.823,0.851,2582,90456487,82,52402,Qunar
POI_00140,COMP_0140,Wyndham Hotels & Resorts,United Kingdom,Resort Management,2020,107089,80673,3.6,1719142221,182750627,4650,80,64,0.818,0.775,9369,191556704,86,47321,Hotwire
POI_00141,COMP_0141,Wyndham Hotels & Resorts Resorts,United States,Hotel Chain,2023,91235,71768,3.7,4221589871,660893792,12000,84,94,0.709,0.774,26370,597433791,76,43806,Direct Website
POI_00142,COMP_0142,Accor - Tokyo,France,Online Travel Agency,2020,6908,5901,3.8,741389119,110583904,1896,79,67,0.822,0.867,4303,107299081,76,60600,Hostelworld
POI_00143,COMP_0143,Accor,United States,Corporate Travel,2020,22856,16483,4.3,1129538750,182193928,2434,76,89,0.86,0.903,4092,90407574,83,66599,Direct Website
POI_00144,COMP_0144,Best Western Hotels & Resorts,United Kingdom,Hotel Chain,2020,133326,94509,4.5,633255370,37793416,1474,78,85,0.715,0.862,2996,75163375,72,69000,Kayak
POI_00145,COMP_0145,Best Western Hotels & Resorts Travel,France,Resort Management,2022,1453,1144,4.0,1883247451,225644363,4693,91,73,0.895,0.881,11237,248576795,86,63000,Hostelworld
POI_00146,COMP_0146,Hyatt Hotels Corporation - New York,United States,Resort Management,2020,19765,17625,4.2,1020935290,137180641,6284,92,71,0.729,0.846,9730,133247554,74,22840,Trivago
POI_00147,COMP_0147,Hyatt Hotels Corporation,United States,Hotel Chain,2022,10864,9019,3.8,798466685,104202773,1646,89,84,0.652,0.784,2270,105924432,75,60600,Trivago
POI_00148,COMP_0148,Hyatt Hotels Corporation Holdings,France,Resort Management,2024,3982,3198,3.8,2919452379,242431976,6006,78,76,0.846,0.791,9251,406078510,70,60600,Orbitz
POI_00149,COMP_0149,Radisson Hotel Group,United Kingdom,Resort Management,2022,44375,32713,3.7,2942176130,154830273,6452,73,74,0.837,0.838,15037,388159089,81,59399,Hotels.com
POI_00150,COMP_0150,Choice Hotels International,France,Hotel Chain,2023,5299,4675,3.3,257866582,34440019,632,86,79,0.604,0.757,827,24018042,70,54599,Orbitz
POI_00151,COMP_0151,Expedia Group - Dubai,France,Resort Management,2023,9752,8371,3.9,4997060012,406304168,12000,83,72,0.835,0.823,22006,866898393,86,61800,Airbnb
POI_00152,COMP_0152,Expedia Group,France,Hotel Chain,2021,3310,2574,4.4,4033894313,329125111,8507,93,77,0.929,0.847,11808,415366650,73,67800,Agoda
